Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 15.81      3.45     3.45 396526184     0.00     0.00  operator-(b2Vec2 const&, b2Vec2 const&)
-----------------------------------------------
                0.00    0.00       8/4000282     b2CircleShape::b2CircleShape() [198]
                0.00    0.00 4000274/4000282     b2PolygonShape::b2PolygonShape() [46]
[210]    0.0    0.00    0.00 4000282         b2Shape::b2Shape() [210]
-----------------------------------------------
                0.00    0.00 2000000/4000000     cs296::dominos_t::check() [28]
                0.00    0.00 2000000/4000000     b2World::DrawJoint(b2Joint*) [37]
[211]    0.0    0.00    0.00 4000000         b2Joint::GetBodyB() [211]
-----------------------------------------------
                0.00    0.00 2000000/2000000     cs296::dominos_t::check() [28]
[212]    0.0    0.00    0.00 2000000         std::abs(float) [212]
-----------------------------------------------
                0.00    0.00  100000/200000      cs296::base_sim_t::step(cs296::settings_t*) [27]
                0.00    0.00  100000/200000      main [26]
[213]    0.0    0.00    0.00  200000         b2World::GetProfile() const [213]
-----------------------------------------------
                0.00    0.00  100000/100000      main [26]
[214]    0.0    0.00    0.00  100000         cs296::base_sim_t::get_world() [214]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [27]
[215]    0.0    0.00    0.00  100000         b2World::SetSubStepping(bool) [215]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [27]
[216]    0.0    0.00    0.00  100000         b2World::SetWarmStarting(bool) [216]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [27]
[217]    0.0    0.00    0.00  100000         b2World::SetContinuousPhysics(bool) [217]
-----------------------------------------------
                0.00    0.00     540/1620        b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [172]
                0.00    0.00     540/1620        b2ContactSolver::InitializeVelocityConstraints() [145]
                0.00    0.00     540/1620        b2ContactSolver::StoreImpulses() [369]
[218]    0.0    0.00    0.00    1620         b2Contact::GetManifold() [218]
-----------------------------------------------
                0.00    0.00     540/540         b2Contact::Update(b2ContactListener*) [143]
[219]    0.0    0.00    0.00     540         b2ContactListener::PreSolve(b2Contact*, b2Manifold const*) [219]
-----------------------------------------------
                0.00    0.00     540/540         b2Island::Report(b2ContactVelocityConstraint const*) [557]
[220]    0.0    0.00    0.00     540         b2ContactListener::PostSolve(b2Contact*, b2ContactImpulse const*) [220]
-----------------------------------------------
                0.00    0.00      40/40          b2PrismaticJointDef::b2PrismaticJointDef() [194]
[221]    0.0    0.00    0.00      40         b2JointDef::b2JointDef() [221]
-----------------------------------------------
                0.00    0.00      18/18          b2Contact::Update(b2ContactListener*) [143]
[222]    0.0    0.00    0.00      18         b2ContactListener::BeginContact(b2Contact*) [222]
-----------------------------------------------
                0.00    0.00       3/3           cs296::base_sim_t::base_sim_t() [126]
[223]    0.0    0.00    0.00       3         debug_draw_t::debug_draw_t() [223]
-----------------------------------------------
                0.00    0.00       2/2           cs296::base_sim_t::~base_sim_t() [226]
[224]    0.0    0.00    0.00       2         debug_draw_t::~debug_draw_t() [224]
                0.00    0.00       2/2           b2Draw::~b2Draw() [227]
-----------------------------------------------
                0.00    0.00       2/2           cs296::base_sim_t::~base_sim_t() [226]
[225]    0.0    0.00    0.00       2         b2ContactListener::~b2ContactListener() [225]
-----------------------------------------------
                0.00    0.00       1/2           cs296::dominos_t::~dominos_t() [501]
                0.00    0.00       1/2           main [26]
[226]    0.0    0.00    0.00       2         cs296::base_sim_t::~base_sim_t() [226]
                0.00    0.00       2/2           debug_draw_t::~debug_draw_t() [224]
                0.00    0.00       2/2           b2ContactListener::~b2ContactListener() [225]
-----------------------------------------------
                0.00    0.00       2/2           debug_draw_t::~debug_draw_t() [224]
[227]    0.0    0.00    0.00       2         b2Draw::~b2Draw() [227]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [228]
                0.00    0.00       1/1           __libc_csu_init [41]
[228]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [228]
                                   1             __static_initialization_and_destruction_0(int, int) [228]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [191]
[229]    0.0    0.00    0.00       1         cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [229]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [60] _GLOBAL__sub_I_b2_defaultFilter (b2ContactManager.cpp) [111] b2BlockAllocator::~b2BlockAllocator() [33] b2World::SolveTOI(b2TimeStep const&)
   [1] b2TestOverlap(b2AABB const&, b2AABB const&) [79] b2ContactManager::AddPair(void*, void*) [37] b2World::DrawJoint(b2Joint*)
  [57] b2PairLessThan(b2Pair const&, b2Pair const&) [44] b2ContactManager::Collide() [7] b2World::DrawShape(b2Fixture*, b2Transform const&, b2Color const&)
  [20] b2DistanceSquared(b2Vec2 const&, b2Vec2 const&) [66] b2StackAllocator::Allocate(int) [99] b2Filter::b2Filter()
  [42] __static_initialization_and_destruction_0(int, int) (callbacks.cpp) [222] b2ContactListener::BeginContact(b2Contact*) [186] b2BodyDef::b2BodyDef()
 [132] __static_initialization_and_destruction_0(int, int) (cs296_base.cpp) [219] b2ContactListener::PreSolve(b2Contact*, b2Manifold const*) [82] b2Contact::GetFixtureA()
 [191] __static_initialization_and_destruction_0(int, int) (dominos.cpp) [220] b2ContactListener::PostSolve(b2Contact*, b2ContactImpulse const*) [75] b2Contact::GetFixtureB()
 [228] __static_initialization_and_destruction_0(int, int) (main.cpp) [106] b2ContactListener::b2ContactListener() [218] b2Contact::GetManifold()
  [40] b2Dot(b2Vec2 const&, b2Vec2 const&) [225] b2ContactListener::~b2ContactListener() [89] b2Fixture::CreateProxies(b2BroadPhase*, b2Transform const&)
  [24] float b2Max<float>(float, float) [194] b2PrismaticJointDef::b2PrismaticJointDef() [90] b2Fixture::DestroyProxies(b2BroadPhase*)
  [71] int b2Max<int>(int, int) [112] cs296::base_sim_t::mouse_move(b2Vec2 const&) [50] b2Fixture::Create(b2BlockAllocator*, b2Body*, b2FixtureDef const*)
   [4] b2Max(b2Vec2 const&, b2Vec2 const&) [27] cs296::base_sim_t::step(cs296::settings_t*) [70] b2Fixture::Destroy(b2BlockAllocator*)
  [18] float b2Min<float>(float, float) [214] cs296::base_sim_t::get_world() [52] b2Fixture::GetBody()
   [3] b2Min(b2Vec2 const&, b2Vec2 const&) [126] cs296::base_sim_t::base_sim_t() [115] b2Fixture::GetNext()
   [8] b2Mul(b2Transform const&, b2Vec2 const&) [226] cs296::base_sim_t::~base_sim_t() [97] b2Fixture::GetShape()
  [80] b2MulT(b2Rot const&, b2Vec2 const&) [200] cs296::settings_t::settings_t() [98] b2Fixture::b2Fixture()
  [25] b2Cross(b2Vec2 const&, b2Vec2 const&) [170] cs296::contact_point_t::contact_point_t() [31] b2TreeNode::IsLeaf() const
  [61] b2Cross(b2Vec2 const&, float) [229] cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [116] b2BroadPhase::TestOverlap(int, int) const
  [72] b2Cross(float, b2Vec2 const&) [28] cs296::dominos_t::check() [67] b2DynamicTree::GetFatAABB(int) const
  [10] ComputeCentroid(b2Vec2 const*, int) (b2PolygonShape.cpp) [133] cs296::dominos_t::create() [11] void b2DynamicTree::Query<b2BroadPhase>(b2BroadPhase*, b2AABB const&) const
 [221] b2JointDef::b2JointDef() [128] cs296::dominos_t::dominos_t() [34] b2PolygonShape::ComputeAABB(b2AABB*, b2Transform const&, int) const
 [107] b2BroadPhase::BufferMove(int) [15] b2AABB::Combine(b2AABB const&, b2AABB const&) [91] b2PolygonShape::GetChildCount() const
 [108] b2BroadPhase::ShiftOrigin(b2Vec2 const&) [39] b2AABB::b2AABB() [55] b2PolygonShape::Clone(b2BlockAllocator*) const
  [77] void b2BroadPhase::UpdatePairs<b2ContactManager>(b2ContactManager*) [86] b2Body::CreateFixture(b2FixtureDef const*) [78] b2PrismaticJoint::GetAnchorA() const
  [48] b2BroadPhase::UnBufferMove(int) [43] b2Body::ResetMassData() [100] b2StackAllocator::GetMaxAllocation() const
  [84] b2BroadPhase::QueryCallback(int) [47] b2Body::DestroyFixture(b2Fixture*) [13] b2AABB::GetPerimeter() const
 [127] b2FixtureDef::b2FixtureDef() [81] b2Body::GetFixtureList() [209] b2Body::GetPosition() const
 [109] debug_draw_t::DrawPolygon(b2Vec2 const*, int, b2Color const&) [129] b2Body::ApplyLinearImpulse(b2Vec2 const&, b2Vec2 const&, bool) [103] b2Body::GetTransform() const
  [63] debug_draw_t::DrawSegment(b2Vec2 const&, b2Vec2 const&, b2Color const&) [130] b2Body::Advance(float) [117] b2Body::GetWorldPoint(b2Vec2 const&) const
  [22] debug_draw_t::DrawSolidCircle(b2Vec2 const&, float, b2Vec2 const&, b2Color const&) [113] b2Body::GetNext() [92] b2Body::ShouldCollide(b2Body const*) const
  [14] debug_draw_t::DrawSolidPolygon(b2Vec2 const*, int, b2Color const&) [101] b2Body::SetAwake(bool) [36] b2Body::IsAwake() const
 [223] debug_draw_t::debug_draw_t() [227] b2Draw::~b2Draw() [68] b2Body::IsActive() const
 [224] debug_draw_t::~debug_draw_t() [74] b2Vec2::Set(float, float) [118] b2Body::IsBullet() const
 [198] b2CircleShape::b2CircleShape() [102] b2Vec2::SetZero() [38] b2Vec2::LengthSquared() const
 [197] b2CircleShape::~b2CircleShape() [51] b2Vec2::Normalize() [59] b2Vec2::Length() const
   [9] b2DynamicTree::InsertLeaf(int) [6] b2Vec2::b2Vec2(float, float) [69] b2Shape::GetType() const
  [35] b2DynamicTree::RemoveLeaf(int) [17] b2Vec2::b2Vec2() [119] b2Timer::GetMilliseconds() const
  [45] b2DynamicTree::CreateProxy(b2AABB const&, void*) [76] b2Vec2::operator*=(float) [213] b2World::GetProfile() const
  [58] b2DynamicTree::AllocateNode() [56] b2Vec2::operator+=(b2Vec2 const&) [93] b2World::IsLocked() const
  [85] b2DynamicTree::DestroyProxy(int) [73] b2Color::b2Color(float, float, float) [120] b2Contact::IsEnabled() const
  [21] b2DynamicTree::Balance(int) [83] b2Joint::GetBodyA() [94] b2Fixture::GetMassData(b2MassData*) const
  [64] b2DynamicTree::FreeNode(int) [211] b2Joint::GetBodyB() [105] b2Fixture::GetFilterData() const
   [5] b2PolygonShape::Set(b2Vec2 const*, int) [210] b2Shape::b2Shape() [54] b2Fixture::GetType() const
  [46] b2PolygonShape::b2PolygonShape() [104] b2Shape::~b2Shape() [95] b2Fixture::IsSensor() const
 [125] b2PolygonShape::~b2PolygonShape() [114] b2Shape::operator=(b2Shape const&) [121] void std::__iter_swap<true>::iter_swap<b2Pair*, b2Pair*>(b2Pair*, b2Pair*)
 [110] b2PolygonShape::operator=(b2PolygonShape const&) [62] b2World::ClearForces() [122] void std::__insertion_sort<b2Pair*, bool (*)(b2Pair const&, b2Pair const&)>(b2Pair*, b2Pair*, bool (*)(b2Pair const&, b2Pair const&))
  [12] b2GrowableStack<int, 256>::Pop() [30] b2World::DrawDebugData() [123] void std::__unguarded_linear_insert<b2Pair*, bool (*)(b2Pair const&, b2Pair const&)>(b2Pair*, bool (*)(b2Pair const&, b2Pair const&))
  [19] b2GrowableStack<int, 256>::Push(int const&) [215] b2World::SetSubStepping(bool) [212] std::abs(float)
  [16] b2GrowableStack<int, 256>::GetCount() [216] b2World::SetWarmStarting(bool) [96] operator==(b2Vec2 const&, b2Vec2 const&)
  [65] b2GrowableStack<int, 256>::~b2GrowableStack() [217] b2World::SetContinuousPhysics(bool) [2] operator-(b2Vec2 const&, b2Vec2 const&)
 [185] b2WorldManifold::b2WorldManifold() [87] b2World::Dump() [32] operator*(float, b2Vec2 const&)
  [49] b2BlockAllocator::Free(void*, int) [88] b2World::Step(float, int, int) [124] operator new(unsigned long, void*)
  [53] b2BlockAllocator::Allocate(int) [29] b2World::Solve(b2TimeStep const&) [23] operator+(b2Vec2 const&, b2Vec2 const&)
